1     # ionic step
 Electronic state energy (eV) and occupations
 Spin number 1
 6 9.937882358787855 0.000000000000000
 7 10.38034258167405 0.000000000000000
 8 10.90682479797332 0.000000000000000
 9 14.87990189102179 0.000000000000000
 10 14.91412435141762 0.000000000000000
 11 16.41316792302872 0.000000000000000
 12 18.82367789853072 0.000000000000000
 13 19.56439789732741 0.000000000000000
 14 21.06356517478415 0.000000000000000

 spin=1 k-point=8/112 Cartesian=-0.3333333333333286 -0.3333333333333286 0.6666666666666738 (2120 plane wave)
 1 -3.695697635647003 0.01851851851851849
 2 -0.7888036455807663 0.01851851851851849
 3 3.038313325758466 0.01851851851851849
 4 4.010602073574963 0.01851851851851849
 5 7.953921735208950 0.000000000000000
 6 9.950835832839481 0.000000000000000
 7 10.51323999823411 0.000000000000000
 8 12.27561392761838 0.000000000000000
 9 15.35509803435435 0.000000000000000
 10 16.28947403854784 0.000000000000000
 11 17.63940763229370 0.000000000000000
 12 17.65962527133257 0.000000000000000
 13 18.42193808872860 0.000000000000000
 14 21.85965842340575 0.000000000000000

 spin=1 k-point=9/112 Cartesian=-0.5000000000000000 -0.5000000000000000 0.1666666666666597 (2122 plane wave)
 1 -4.068544849901529 0.01851851851851849
 2 -0.2079695530341966 0.01851851851851849
 3 2.794443969735406 0.01851851851851849
 4 4.461961194990554 0.01851851851851849
 5 8.337139623050156 0.000000000000000
 6 10.01161609494024 0.000000000000000
 7 10.07522868601759 0.000000000000000
 8 13.14993212002494 0.000000000000000
 9 13.18969371383204 0.000000000000000
 10 15.28092228217719 0.000000000000000
 11 17.41715156285167 0.000000000000000
 12 18.52566152805902 0.000000000000000
 13 20.79414320877724 0.000000000000000
 14 21.12803011944320 0.000000000000000

 spin=1 k-point=10/112 Cartesian=0.3333333333333428 0.3333333333333428 0.000000000000000 (2109 plane wave)
 1 -5.203792293740780 0.01851851851851849
 2 2.030288655198220 0.01851851851851849
 3 3.432312401293438 0.01851851851851849
 4 5.158038193209570 0.01851851851851849
 5 8.879449986922811 0.000000000000000
 6 9.530272833281579 0.000000000000000
 7 9.568362949475347 0.000000000000000
 8 11.51506858461968 0.000000000000000
 9 12.06452658857703 0.000000000000000
 10 15.15160560826668 0.000000000000000
 11 16.44196436351394 0.000000000000000
 12 17.48313733610789 0.000000000000000
 13 19.32219230612689 0.000000000000000
 14 21.53648692539153 0.000000000000000

 spin=1 k-point=11/112 Cartesian=0.3333333333333299 0.3333333333333299 0.3333333333333299 (2114 plane wave)
 1 -4.785497536485435 0.01851851851851849
 2 0.4770510513796422 0.01851851851851849
 3 4.750497854003897 0.01851851851851849
 4 4.749479952650873 0.01851851851851849
 5 7.570660028819625 0.000000000000000
 6 9.419566281143620 0.000000000000000
 7 9.421854052874746 0.000000000000000
 8 13.80135624508628 0.000000000000000
 9 13.85396071170654 0.000000000000000
 10 13.85970435356555 0.000000000000000
 11 14.99505951266995 0.000000000000000
 12 19.47176009950596 0.000000000000000
 13 20.37184894913648 0.000000000000000
 14 20.36904142124742 0.000000000000000

 spin=1 k-point=12/112 Cartesian=0.1666666666666572 0.1666666666666572 0.5000000000000026 (2106 plane wave)
 1 -4.858879271655669 0.01851851851851849
 2 1.326655758482806 0.01851851851851849
 3 3.921678851727916 0.01851851851851849
 4 3.935018642472552 0.01851851851851849
 5 7.868784040858483 0.000000000000000
 6 9.936873194000492 0.000000000000000
 7 10.38529889406698 0.000000000000000
 8 10.90603328343950 0.000000000000000
 9 14.85171744196791 0.000000000000000
 10 14.93569558088930 0.000000000000000
 11 16.41550679889080 0.000000000000000
 12 18.82226529398220 0.000000000000000
 13 19.55785706845703 0.000000000000000
 14 21.06781507932646 0.000000000000000

 spin=1 k-point=13/112 Cartesian=0.000000000000000 0.000000000000000 0.6666666666666597 (2108 plane wave)
 1 -4.260720889827070 0.01851851851851849
 2 0.7168902920364005 0.01851851851851849
 3 3.398693360695525 0.01851851851851849
 4 3.399064498394827 0.01851851851851849
 5 6.690075823455537 0.000000000000000
 6 7.967001307635705 0.000000000000000
 7 13.03270460011520 0.000000000000000
 8 13.02552829517744 0.000000000000000
 9 15.55225245926166 0.000000000000000
 10 15.70495841163575 0.000000000000000
 11 19.03874562654761 0.000000000000000
 12 19.21179829373130 0.000000000000000
 13 19.22657945633032 0.000000000000000
 14 21.07674567228875 0.000000000000000

 spin=1 k-point=14/112 Cartesian=-0.1666666666666713 -0.1666666666666713 0.8333333333333310 (2138 plane wave)
 1 -3.115003638586983 0.01851851851851849
 2 -0.8232062202447097 0.01851851851851849
 3 2.250287390368589 0.01851851851851849
 4 3.262558728388919 0.01851851851851849
 5 7.028292258470036 0.000000000000000
 6 8.634602655723082 0.000000000000000
 7 13.27025430693488 0.000000000000000
 8 13.25290615573549 0.000000000000000
 9 16.43711632936928 0.000000000000000
 10 16.44912929244736 0.000000000000000
 11 18.11255942086555 0.000000000000000
 12 18.58406856204284 0.000000000000000
 13 20.67634262589896 0.000000000000000
 14 21.65734884509141 0.000000000000000

 spin=1 k-point=15/112 Cartesian=0.6666666666666572 0.6666666666666572 0.000000000000000 (2121 plane wave)
 1 -2.936974136559123 0.01851851851851849
 2 -1.007000958664515 0.01851851851851849
 3 1.504443510034625 0.01851851851851849
 4 3.682773344057155 0.01851851851851849
 5 7.523359086580912 0.000000000000000
 6 11.65579195433068 0.000000000000000
 7 12.33362723187930 0.000000000000000
 8 12.83826237361186 0.000000000000000
 9 13.33025320322839 0.000000000000000
 10 13.44704789140497 0.000000000000000
 11 20.31012020527307 0.000000000000000
 12 20.97204678951317 0.000000000000000
 13 21.40316740904616 0.000000000000000
 14 21.41144550372148 0.000000000000000

 spin=1 k-point=16/112 Cartesian=0.5000000000000000 0.5000000000000000 0.1666666666666597 (2122 plane wave)
 1 -4.068370420965747 0.01851851851851849
 2 -0.2088658779475236 0.01851851851851849
 3 2.789851551390720 0.01851851851851849
 4 4.465802125614262 0.01851851851851849
 5 8.336099819531618 0.000000000000000
 6 10.03207817347305 0.000000000000000
 7 10.05605125992025 0.000000000000000
 8 13.13681343258465 0.000000000000000
 9 13.20259499115346 0.000000000000000
 10 15.28101221461263 0.000000000000000
 11 17.42378560179321 0.000000000000000
 12 18.51943679293370 0.000000000000000
 13 20.79675821949407 0.000000000000000
 14 21.12255668965273 0.000000000000000

 spin=1 k-point=17/112 Cartesian=0.5000000000000012 0.5000000000000012 0.5000000000000012 (2120 plane wave)
 1 -3.860302439124719 0.009259259259259245
 2 -1.118069883452829 0.009259259259259245
 3 4.560288913132116 0.009259259259259245
 4 4.557146395564032 0.009259259259259245
 5 7.331587873410837 0.000000000000000
 6 9.277232281358428 0.000000000000000
 7 9.279285015102717 0.000000000000000
 8 13.79230506700092 0.000000000000000
 9 16.35154549681772 0.000000000000000
 10 16.35564541409168 0.000000000000000
 11 17.14491272514928 0.000000000000000
 12 17.15880487622142 0.000000000000000
 13 17.18540489562792 0.000000000000000
 14 18.74919689477298 0.000000000000000

 spin=1 k-point=18/112 Cartesian=0.3333333333333286 0.3333333333333286 0.6666666666666738 (2120 plane wave)
 1 -3.697778953507087 0.01851851851851849
 2 -0.7875248072773129 0.01851851851851849
 3 3.038328616526520 0.01851851851851849
 4 4.012333241232788 0.01851851851851849
 5 7.954723906950190 0.000000000000000
 6 9.938486500322776 0.000000000000000
 7 10.51342548110460 0.000000000000000
 8 12.28606598626198 0.000000000000000
 9 15.35551167522710 0.000000000000000
 10 16.29196567883939 0.000000000000000
 11 17.63654050930131 0.000000000000000
 12 17.64719845590167 0.000000000000000
 13 18.43297298084273 0.000000000000000
 14 21.86071155974460 0.000000000000000

 spin=1 k-point=19/112 Cartesian=0.1666666666666713 0.1666666666666713 0.8333333333333310 (2138 plane wave)
 1 -3.116678269454314 0.01851851851851849
 2 -0.8200211856077817 0.01851851851851849
 3 2.259167460110776 0.01851851851851849
 4 3.254447678893628 0.01851851851851849
 5 7.027668521910254 0.000000000000000
 6 8.636555602784092 0.000000000000000
 7 13.26348102220539 0.000000000000000
 8 13.25837342360311 0.000000000000000
 9 16.44759528229421 0.000000000000000
 10 16.44111460251175 0.000000000000000
 11 18.10735561125546 0.000000000000000
 12 18.58263220150131 0.000000000000000
 13 20.68668917408055 0.000000000000000
 14 21.67455613790265 0.000000000000000

 spin=1 k-point=20/112 Cartesian=0.000000000000000 0.000000000000000 1.000000000000002 (2100 plane wave)
 1 -2.052842401208532 0.009259259259259245
 2 -2.052916690236199 0.009259259259259245
 3 2.973112858451033 0.009259259259259245
 4 2.976089077833318 0.009259259259259245
 5 6.685074388694081 0.000000000000000
 6 6.686041900163643 0.000000000000000
 7 15.87760058164921 0.000000000000000
 8 15.87084092434657 0.000000000000000
 9 16.69110196334809 0.000000000000000
 10 16.68675256876232 0.000000000000000
 11 18.37244202986261 0.000000000000000
 12 18.37566591479083 0.000000000000000
 13 18.75746299188360 0.000000000000000
 14 18.75756558114531 0.000000000000000

 spin=1 k-point=21/112 Cartesian=-0.1666666666666727 0.1666666666666727 -0.1666666666666727 (2112 plane wave)
 1 -5.783505013574931 0.01851851851851849
 2 3.379883781689679 0.01851851851851849
 3 5.282173834051362 0.01851851851851849
 4 5.280373346195584 0.01851851851851849
 5 8.178086230903139 0.000000000000000
 6 9.081130005594739 0.000000000000000
 7 9.082843081342808 0.000000000000000
 8 11.13813823689844 0.000000000000000
 9 13.02143891192778 0.000000000000000
 10 13.02351619861700 0.000000000000000
 11 15.07127979838327 0.000000000000000
 12 16.68622276554055 0.000000000000000
 13 19.10032593769329 0.000000000000000
 14 19.10205205888400 0.000000000000000

 spin=1 k-point=22/112 Cartesian=-0.3333333333333453 0.000000000000000 0.000000000000000 (2105 plane wave)
 1 -5.662286404276267 0.01851851851851849
 2 3.659903868406859 0.01851851851851849
 3 4.587545580125497 0.01851851851851849
 4 4.585750375391076 0.01851851851851849
 5 7.631679450267677 0.000000000000000
 6 10.12457380233245 0.000000000000000
 7 10.16225003814399 0.000000000000000
 8 10.15901220574752 0.000000000000000
 9 12.42361662890175 0.000000000000000
 10 14.14092475647233 0.000000000000000
 11 15.71736415075041 0.000000000000000
 12 18.10996682401789 0.000000000000000
 13 18.11017669797427 0.000000000000000
 14 18.64538108919711 0.000000000000000

 spin=1 k-point=23/112 Cartesian=-0.5000000000000026 -0.1666666666666572 0.1666666666666572 (2106 plane wave)
 1 -4.858781107715800 0.01851851851851849
 2 1.326167419987721 0.01851851851851849
 3 3.917766211879036 0.01851851851851849
 4 3.932938756668614 0.01851851851851849
 5 7.870794132790742 0.000000000000000
 6 9.941745840281293 0.000000000000000
 7 10.38884306744087 0.000000000000000
 8 10.89624100617670 0.000000000000000
 9 14.88461270684976 0.000000000000000
 10 14.90789997547539 0.000000000000000
 11 16.41464671469828 0.000000000000000
 12 18.81908328339391 0.000000000000000
 13 19.56332919234782 0.000000000000000
 14 21.06198431731793 0.000000000000000

 spin=1 k-point=24/112 Cartesian=-0.6666666666666738 -0.3333333333333286 0.3333333333333286 (2120 plane wave)
 1 -3.696938048557878 0.01851851851851849
 2 -0.7881074352440007 0.01851851851851849
 3 3.054634050091933 0.01851851851851849
 4 3.997426392988188 0.01851851851851849
 5 7.954039988707534 0.000000000000000
 6 9.952076846100287 0.000000000000000
 7 10.50171331612297 0.000000000000000
 8 12.28587107614642 0.000000000000000
 9 15.35444725029837 0.000000000000000
 10 16.28775210239997 0.000000000000000
 11 17.64471636687497 0.000000000000000
 12 17.64297764827703 0.000000000000000
 13 18.43563575660317 0.000000000000000
 14 21.85435564495655 0.000000000000000

 spin=1 k-point=25/112 Cartesian=-0.1666666666666597 -0.5000000000000000 0.5000000000000000 (2122 plane wave)
 1 -4.069306581893991 0.01851851851851849
 2 -0.2079503337872684 0.01851851851851849
 3 2.799592241152153 0.01851851851851849
 4 4.456279750138387 0.01851851851851849
 5 8.335449184832148 0.000000000000000
 6 10.01111598720035 0.000000000000000
 7 10.07838200345619 0.000000000000000
 8 13.14507966882380 0.000000000000000
 9 13.19586054759725 0.000000000000000
 10 15.28170078912867 0.000000000000000
 11 17.41586082039590 0.000000000000000
 12 18.52740085587847 0.000000000000000
 13 20.79341139760722 0.000000000000000
 14 21.13108822361707 0.000000000000000

 spin=1 k-point=26/112 Cartesian=0.000000000000000 0.3333333333333428 -0.3333333333333428 (2109 plane wave)
 1 -5.203608242689505 0.01851851851851849
 2 2.029411777148761 0.01851851851851849
 3 3.437072656789320 0.01851851851851849
 4 5.153360036924680 0.01851851851851849
 5 8.887483155384244 0.000000000000000
 6 9.493847674840961 0.000000000000000
 7 9.593970376846755 0.000000000000000
 8 11.51812371845660 0.000000000000000
 9 12.06520392138297 0.000000000000000
 10 15.15033613333659 0.000000000000000
 11 16.43281544552141 0.000000000000000
 12 17.48581730762684 0.000000000000000
 13 19.32045135933749 0.000000000000000
 14 21.85309936937217 0.000000000000000

 spin=1 k-point=27/112 Cartesian=0.000000000000000 0.3333333333333453 0.000000000000000 (2105 plane wave)
 1 -5.661953876685902 0.01851851851851849
 2 3.659384643165373 0.01851851851851849
 3 4.585123673078828 0.01851851851851849
 4 4.585981377106154 0.01851851851851849
 5 7.632386205973645 0.000000000000000
 6 10.13253390122493 0.000000000000000
 7 10.15560241090495 0.000000000000000
 8 10.15502169464669 0.000000000000000
 9 12.42487429553149 0.000000000000000
 10 14.14367663723670 0.000000000000000
 11 15.71306507909590 0.000000000000000
 12 18.11374145321464 0.000000000000000
 13 18.11365145599081 0.000000000000000
 14 18.64290904030572 0.000000000000000

 spin=1 k-point=28/112 Cartesian=-0.1666666666666727 0.1666666666666727 0.1666666666666727 (2112 plane wave)
 1 -5.783700195006880 0.01851851851851849
 2 3.385656584190156 0.01851851851851849
 3 5.277766248181667 0.01851851851851849
 4 5.282479356320847 0.01851851851851849
 5 8.170757999929444 0.000000000000000
 6 9.082252386030547 0.000000000000000
 7 9.081425674109722 0.000000000000000
 8 11.13685214021965 0.000000000000000
 9 13.02224627195090 0.000000000000000
 10 13.02469946370411 0.000000000000000
 11 15.07184697611017 0.000000000000000
 12 16.68709774714643 0.000000000000000
 13 19.09890389998654 0.000000000000000
 14 19.09990767426849 0.000000000000000

 spin=1 k-point=29/112 Cartesian=-0.3333333333333299 0.000000000000000 0.3333333333333299 (2109 plane wave)
 1 -5.203651895251923 0.01851851851851849
 2 2.033848875293326 0.01851851851851849
 3 3.428339559925582 0.01851851851851849
 4 5.156896506946499 0.01851851851851849
 5 8.880097824445699 0.000000000000000
 6 9.494143394426937 0.000000000000000
 7 9.605031495966637 0.000000000000000
 8 11.51612381398949 0.000000000000000
 9 12.06128057275899 0.000000000000000
 10 15.15547700178469 0.000000000000000
 11 16.43235582112093 0.000000000000000
 12 17.49056243679739 0.000000000000000
 13 19.31258182851737 0.000000000000000
 14 21.49858270200777 0.000000000000000

 spin=1 k-point=30/112 Cartesian=-0.5000000000000012 -0.1666666666666559 0.5000000000000012 (2122 plane wave)
 1 -4.067928375601065 0.01851851851851849
 2 -0.2100818788546369 0.01851851851851849
 3 2.793820109390059 0.01851851851851849
 4 4.462796590790074 0.01851851851851849
 5 8.336959434435650 0.000000000000000
 6 10.04962452239400 0.000000000000000
 7 10.04260086633146 0.000000000000000
 8 13.15210331954219 0.000000000000000
 9 13.18600840823739 0.000000000000000
 10 15.27987782812581 0.000000000000000
 11 17.42366983537929 0.000000000000000
 12 18.51979357990520 0.000000000000000
 13 20.82335657950347 0.000000000000000
 14 21.10853822336046 0.000000000000000

 spin=1 k-point=31/112 Cartesian=0.3333333333333274 0.6666666666666726 -0.3333333333333273 (2120 plane wave)
 1 -3.699306170461081 0.01851851851851849
 2 -0.7873622157117086 0.01851851851851849
 3 3.038886134975730 0.01851851851851849
 4 4.011445184587584 0.01851851851851849
 5 7.954721930101483 0.000000000000000
 6 9.944458246392838 0.000000000000000
 7 10.51202372390792 0.000000000000000
 8 12.28444066917118 0.000000000000000
 9 15.35013558983517 0.000000000000000
 10 16.29765059330985 0.000000000000000
 11 17.63588672271116 0.000000000000000
 12 17.64631260391166 0.000000000000000
 13 18.43235595087392 0.000000000000000
 14 21.86018195504197 0.000000000000000

 spin=1 k-point=32/112 Cartesian=0.1666666666666702 0.5000000000000154 -0.1666666666666702 (2106 plane wave)
 1 -4.858936166912807 0.01851851851851849
 2 1.324575211248860 0.01851851851851849
 3 3.828586081130104 0.01851851851851849
 4 4.022794612202093 0.01851851851851849
 5 7.871182848113968 0.000000000000000
 6 9.937609247932492 0.000000000000000
 7 10.38853276333722 0.000000000000000
 8 10.90172300075803 0.000000000000000
 9 14.86526430396503 0.000000000000000
 10 14.92351911314912 0.000000000000000
 11 16.41561395454575 0.000000000000000
 12 18.82515001792903 0.000000000000000
 13 19.55528113374378 0.000000000000000
 14 21.06505258895051 0.000000000000000

 spin=1 k-point=33/112 Cartesian=0.1666666666666572 0.5000000000000026 0.1666666666666572 (2106 plane wave)
 1 -4.858907491419254 0.01851851851851849
 2 1.325540461001287 0.01851851851851849
 3 3.850863562069006 0.01851851851851849
 4 4.002768575130636 0.01851851851851849
 5 7.871018734661495 0.000000000000000
 6 9.938697604596660 0.000000000000000
 7 10.38729493710000 0.000000000000000
 8 10.90215453007372 0.000000000000000
 9 14.85956584568343 0.000000000000000
 10 14.92714398999154 0.000000000000000
 11 16.41444866005468 0.000000000000000
 12 18.81786122383620 0.000000000000000
 13 19.56344194121955 0.000000000000000
 14 21.06397822550825 0.000000000000000

 spin=1 k-point=34/112 Cartesian=0.000000000000000 0.3333333333333299 0.3333333333333299 (2109 plane wave)
 1 -5.203924393529540 0.01851851851851849
 2 2.035654346379124 0.01851851851851849
 3 3.425535137789112 0.01851851851851849
 4 5.162822686115220 0.01851851851851849
 5 8.877923464968053 0.000000000000000
 6 9.530593364419351 0.000000000000000
 7 9.570017626329834 0.000000000000000
 8 11.51206878843170 0.000000000000000
 9 12.06737500591278 0.000000000000000
 10 15.14958147342339 0.000000000000000
 11 16.43323860977315 0.000000000000000
 12 17.48893931531699 0.000000000000000
 13 19.31801267136734 0.000000000000000
 14 21.49190601570141 0.000000000000000

 spin=1 k-point=35/112 Cartesian=-0.1666666666666727 0.1666666666666727 0.4999999999999871 (2106 plane wave)
 1 -4.857853461817951 0.01851851851851849
 2 1.325848660465578 0.01851851851851849
 3 3.880719133827836 0.01851851851851849
 4 3.971424906605761 0.01851851851851849
 5 7.875785477504814 0.000000000000000
 6 9.939520175329527 0.000000000000000
 7 10.38209183663608 0.000000000000000
 8 10.90077150850739 0.000000000000000
 9 14.87189556521721 0.000000000000000
 10 14.92075719015367 0.000000000000000
 11 16.41341300383049 0.000000000000000
 12 18.81829645322032 0.000000000000000
 13 19.55756421667542 0.000000000000000
 14 21.07513081902753 0.000000000000000

 spin=1 k-point=36/112 Cartesian=-0.3333333333333440 0.000000000000000 0.6666666666666584 (2113 plane wave)
 1 -3.884186344139824 0.01851851851851849
 2 0.09771617546264776 0.01851851851851849
 3 2.316239936965470 0.01851851851851849
 4 3.522004325341241 0.01851851851851849
 5 8.743791446239873 0.000000000000000
 6 9.652281609122245 0.000000000000000
 7 10.07237848156321 0.000000000000000
 8 12.83558015588052 0.000000000000000
 9 14.82302084078623 0.000000000000000
 10 15.72359593297048 0.000000000000000
 11 18.78560166095701 0.000000000000000
 12 19.11108814527090 0.000000000000000
 13 19.88288571690342 0.000000000000000
 14 20.64161457340114 0.000000000000000

 spin=1 k-point=37/112 Cartesian=0.4999999999999846 0.8333333333333298 -0.1666666666666701 (2122 plane wave)
 1 -2.918143110978584 0.01851851851851849
 2 -1.081627198711612 0.01851851851851849
 3 1.871808680343104 0.01851851851851849
 4 3.087839677059892 0.01851851851851849
 5 9.352620689947404 0.000000000000000
 6 9.339266717344858 0.000000000000000
 7 11.95892707866480 0.000000000000000
 8 12.36737049770474 0.000000000000000
 9 13.34223265261435 0.000000000000000
 10 16.86614138445473 0.000000000000000
 11 17.75643503426374 0.000000000000000
 12 19.46983599657126 0.000000000000000
 13 21.96072387736988 0.000000000000000
 14 22.69683122582158 0.000000000000000

 spin=1 k-point=38/112 Cartesian=0.3333333333333274 0.6666666666666726 0.000000000000000 (2113 plane wave)
 1 -3.884613837235183 0.01851851851851849
 2 0.09925232568996982 0.01851851851851849
 3 2.310322052686266 0.01851851851851849
 4 3.527345838120404 0.01851851851851849
 5 8.736774168811776 0.000000000000000
 6 9.651213991395366 0.000000000000000
 7 10.07529094393396 0.000000000000000
 8 12.84087666733962 0.000000000000000
 9 14.82396426348556 0.000000000000000
 10 15.72319779974347 0.000000000000000
 11 18.75317740435854 0.000000000000000
 12 19.13953987207351 0.000000000000000
 13 19.88599988073584 0.000000000000000
 14 20.63566572447435 0.000000000000000

 spin=1 k-point=39/112 Cartesian=0.3333333333333286 0.6666666666666738 0.3333333333333286 (2120 plane wave)
 1 -3.699645040795385 0.01851851851851849
 2 -0.7868843132768205 0.01851851851851849
 3 3.039653122301259 0.01851851851851849
 4 4.012305129730438 0.01851851851851849
 5 7.954402627581452 0.000000000000000
 6 9.939608911807403 0.000000000000000
 7 10.51718560820002 0.000000000000000
 8 12.28265952177174 0.000000000000000
 9 15.35164033718923 0.000000000000000
 10 16.29697856918632 0.000000000000000
 11 17.63830666179807 0.000000000000000
 12 17.64136670889947 0.000000000000000
 13 18.43670618874901 0.000000000000000
 14 21.85650637886404 0.000000000000000

 spin=1 k-point=40/112 Cartesian=0.1666666666666559 0.5000000000000012 0.5000000000000012 (2122 plane wave)
 1 -4.070271340575748 0.01851851851851849
 2 -0.2068137758942379 0.01851851851851849
 3 2.791386122733040 0.01851851851851849
 4 4.462710183801295 0.01851851851851849
 5 8.334767869568399 0.000000000000000
 6 9.960937233392368 0.000000000000000
 7 10.13509178328032 0.000000000000000
 8 13.13977216147605 0.000000000000000
 9 13.19715383746841 0.000000000000000
 10 15.28122590839584 0.000000000000000
 11 17.41378676751296 0.000000000000000
 12 18.52706191589794 0.000000000000000
 13 20.82554029101274 0.000000000000000
 14 21.09613843841666 0.000000000000000

 spin=1 k-point=41/112 Cartesian=0.000000000000000 0.3333333333333440 0.6666666666666584 (2113 plane wave)
 1 -3.883595211811852 0.01851851851851849
 2 0.09458608234619059 0.01851851851851849
 3 2.314801122773054 0.01851851851851849
 4 3.525529833109375 0.01851851851851849
 5 8.739371119678388 0.000000000000000
 6 9.655332046587622 0.000000000000000
 7 10.07115473326432 0.000000000000000
 8 12.83794096300168 0.000000000000000
 9 14.83467516923149 0.000000000000000
 10 15.71233015593180 0.000000000000000
 11 18.76219421909239 0.000000000000000
 12 19.11901674934311 0.000000000000000
 13 19.88542746048456 0.000000000000000
 14 20.64990247821538 0.000000000000000

 spin=1 k-point=42/112 Cartesian=-0.1666666666666727 0.1666666666666727 0.8333333333333298 (2138 plane wave)
 1 -3.116517689532072 0.01851851851851849
 2 -0.8206150112669858 0.01851851851851849
 3 2.255055101525513 0.01851851851851849
 4 3.256453536612518 0.01851851851851849
 5 7.028042105076486 0.000000000000000
 6 8.636693773599697 0.000000000000000
 7 13.25218186225056 0.000000000000000
 8 13.26971484585224 0.000000000000000
 9 16.41161149765831 0.000000000000000
 10 16.47545807832067 0.000000000000000
 11 18.10835914885770 0.000000000000000
 12 18.58213203359641 0.000000000000000
 13 20.67703412241019 0.000000000000000
 14 21.67430057779378 0.000000000000000

 spin=1 k-point=43/112 Cartesian=0.3333333333333415 0.000000000000000 1.000000000000001 (2138 plane wave)
